277.00,239.00
159.00,50.00
228.00,171.00
294.00,191.00
128.00,106.00
344.00,63.00
287.00,239.00
243.00,167.00
189.00,155.00
238.00,80.00
113.00,108.00
194.00,200.00
312.00,74.00
356.00,176.00
178.00,152.00
172.00,54.00
260.00,13.00
196.00,187.00
115.00,11.00
285.00,180.00
244.00,186.00
243.00,138.00
102.00,195.00
359.00,204.00
251.00,183.00
139.00,157.00
252.00,167.00
263.00,286.00
285.00,185.00
263.00,99.00
360.00,180.00
278.00,181.00
367.00,201.00
309.00,32.00
181.00,181.00
284.00,118.00
468.00,84.00
68.00,136.00
173.00,169.00
128.00,222.00
450.00,125.00
295.00,117.00
262.00,180.00
206.00,180.00
205.00,35.00
172.00,111.00
226.00,138.00
243.00,22.00
271.00,146.00
193.00,147.00
281.00,71.00
98.00,92.00
206.00,73.00
261.00,17.00
309.00,221.00
235.00,73.00
400.00,123.00
365.00,203.00
304.00,16.00
221.00,119.00
230.00,2.00
197.00,174.00
307.00,129.00
426.00,203.00
231.00,86.00
189.00,183.00
160.00,165.00
116.00,44.00
126.00,145.00
322.00,105.00
316.00,79.00
116.00,166.00
105.00,15.00
357.00,193.00
289.00,159.00
241.00,128.00
285.00,118.00
282.00,188.00
183.00,207.00
325.00,35.00
367.00,172.00
202.00,78.00
221.00,156.00
210.00,54.00
303.00,145.00
193.00,147.00
248.00,78.00
281.00,165.00
286.00,101.00
158.00,120.00
147.00,175.00
419.00,183.00
265.00,181.00
455.00,197.00
340.00,139.00
290.00,43.00
312.00,214.00
250.00,65.00
373.00,193.00
284.00,110.00
355.00,202.00
96.00,113.00
179.00,166.00
402.00,93.00
294.00,149.00
392.00,84.00
184.00,173.00
353.00,213.00
107.00,25.00
484.00,146.00
120.00,66.00
171.00,163.00
287.00,183.00
251.00,254.00
333.00,23.00
355.00,167.00
189.00,119.00
259.00,139.00
373.00,173.00
341.00,159.00
365.00,74.00
230.00,131.00
149.00,169.00
277.00,221.00
254.00,260.00
292.00,177.00
309.00,215.00
199.00,122.00
64.00,0.00
205.00,81.00
195.00,82.00
144.00,184.00
198.00,234.00
219.00,98.00
208.00,211.00
293.00,96.00
305.00,14.00
326.00,73.00
270.00,45.00
380.00,131.00
68.00,99.00
265.00,179.00
247.00,189.00
249.00,50.00
186.00,124.00
233.00,121.00
294.00,179.00
270.00,265.00
284.00,178.00
332.00,124.00
254.00,226.00
225.00,108.00
244.00,41.00
181.00,208.00
70.00,98.00
198.00,78.00
116.00,175.00
195.00,40.00
281.00,166.00
364.00,57.00
358.00,170.00
198.00,187.00
214.00,60.00
291.00,113.00
204.00,192.00
222.00,38.00
186.00,139.00
206.00,84.00
259.00,122.00
303.00,201.00
102.00,132.00
191.00,81.00
270.00,139.00
192.00,206.00
153.00,15.00
300.00,158.00
287.00,116.00
297.00,60.00
277.00,81.00
36.00,158.00
314.00,116.00
184.00,222.00
353.00,203.00
218.00,79.00
345.00,85.00
231.00,114.00
270.00,54.00
361.00,182.00
204.00,83.00
129.00,94.00
193.00,48.00
275.00,41.00
447.00,199.00
268.00,203.00
211.00,131.00
99.00,86.00
321.00,78.00
307.00,65.00
124.00,96.00
336.00,129.00
182.00,84.00
262.00,170.00
256.00,169.00
298.00,190.00
285.00,164.00
294.00,171.00
307.00,100.00
242.00,179.00
200.00,81.00
313.00,280.00
311.00,128.00
70.00,195.00
200.00,33.00
383.00,127.00
208.00,169.00
366.00,179.00
267.00,200.00
168.00,205.00
243.00,241.00
198.00,79.00
311.00,190.00
248.00,182.00
285.00,85.00
192.00,242.00
200.00,83.00
135.00,123.00
361.00,174.00
405.00,25.00
286.00,129.00
257.00,147.00
176.00,231.00
83.00,112.00
187.00,125.00
194.00,122.00
229.00,77.00
296.00,173.00
294.00,179.00
88.00,147.00
200.00,80.00
221.00,126.00
367.00,187.00
294.00,186.00
117.00,137.00
157.00,124.00
199.00,80.00
186.00,108.00
278.00,131.00
356.00,172.00
186.00,175.00
94.00,103.00
467.00,82.00
212.00,188.00
112.00,69.00
107.00,174.00
354.00,208.00
202.00,86.00
180.00,121.00
107.00,156.00
243.00,237.00
219.00,84.00
182.00,121.00
86.00,37.00
231.00,100.00
312.00,173.00
246.00,107.00
366.00,183.00
225.00,92.00
140.00,80.00
281.00,131.00
219.00,161.00
197.00,78.00
167.00,83.00
271.00,81.00
148.00,186.00
445.00,168.00
298.00,140.00
351.00,122.00
190.00,189.00
122.00,201.00
312.00,181.00
336.00,162.00
225.00,71.00
223.00,204.00
183.00,138.00
241.00,120.00
175.00,190.00
208.00,201.00
360.00,200.00
274.00,95.00
148.00,205.00
236.00,25.00
234.00,122.00
282.00,254.00
438.00,97.00
282.00,64.00
295.00,198.00
265.00,79.00
466.00,183.00
37.00,135.00
227.00,128.00
163.00,73.00
193.00,154.00
219.00,227.00
241.00,23.00
413.00,78.00
247.00,106.00
319.00,50.00
191.00,15.00
238.00,56.00
157.00,190.00
106.00,230.00
251.00,200.00
166.00,98.00
202.00,96.00
157.00,177.00
266.00,85.00
283.00,140.00
217.00,79.00
267.00,228.00
135.00,43.00
169.00,257.00
197.00,191.00
294.00,63.00
181.00,75.00
315.00,107.00
283.00,28.00
184.00,102.00
322.00,122.00
276.00,194.00
208.00,78.00
193.00,79.00
469.00,146.00
201.00,128.00
325.00,199.00
311.00,166.00
251.00,276.00
303.00,188.00
256.00,79.00
202.00,89.00
297.00,130.00
174.00,39.00
348.00,114.00
315.00,129.00
281.00,182.00
264.00,171.00
226.00,14.00
228.00,224.00
61.00,41.00
94.00,124.00
346.00,117.00
342.00,148.00
123.00,255.00
260.00,65.00
122.00,239.00
170.00,174.00
348.00,137.00
199.00,218.00
349.00,98.00
204.00,190.00
179.00,85.00
290.00,158.00
205.00,78.00
298.00,254.00
106.00,106.00
375.00,224.00
387.00,126.00
161.00,66.00
157.00,155.00
288.00,174.00
306.00,179.00
263.00,177.00
216.00,133.00
188.00,118.00
226.00,107.00
312.00,154.00
364.00,164.00
366.00,197.00
270.00,108.00
344.00,125.00
130.00,84.00
361.00,181.00
174.00,36.00
240.00,183.00
150.00,144.00
176.00,140.00
389.00,111.00
156.00,212.00
160.00,185.00
247.00,85.00
136.00,39.00
219.00,113.00
264.00,187.00
281.00,128.00
337.00,66.00
236.00,66.00
271.00,179.00
198.00,78.00
367.00,105.00
183.00,77.00
286.00,163.00
245.00,49.00
185.00,102.00
264.00,131.00
340.00,141.00
434.00,152.00
197.00,86.00
265.00,147.00
308.00,28.00
256.00,147.00
290.00,101.00
122.00,206.00
259.00,9.00
278.00,70.00
267.00,141.00
180.00,91.00
208.00,39.00
210.00,171.00
104.00,194.00
362.00,177.00
257.00,221.00
245.00,203.00
432.00,132.00
256.00,191.00
228.00,215.00
293.00,185.00
229.00,67.00
255.00,176.00
297.00,79.00
481.00,215.00
299.00,91.00
220.00,153.00
195.00,202.00
169.00,75.00
264.00,97.00
353.00,105.00
204.00,116.00
271.00,148.00
117.00,129.00
218.00,222.00
482.00,199.00
349.00,198.00
227.00,111.00
245.00,89.00
189.00,188.00
162.00,157.00
293.00,123.00
274.00,155.00
306.00,118.00
238.00,89.00
61.00,153.00
334.00,181.00
220.00,202.00
386.00,253.00
247.00,185.00
434.00,129.00
65.00,141.00
165.00,106.00
274.00,107.00
118.00,203.00
272.00,21.00
172.00,112.00
343.00,66.00
266.00,206.00
332.00,178.00
135.00,270.00
281.00,178.00
189.00,175.00
379.00,123.00
69.00,67.00
174.00,174.00
357.00,170.00
364.00,118.00
384.00,85.00
185.00,192.00
212.00,112.00
297.00,86.00
303.00,206.00
202.00,83.00
252.00,183.00
273.00,239.00
235.00,141.00
287.00,173.00
353.00,175.00
278.00,95.00
69.00,96.00
217.00,205.00
352.00,128.00
206.00,234.00
197.00,81.00
276.00,165.00
303.00,171.00
159.00,202.00
116.00,28.00
363.00,191.00
166.00,234.00
256.00,247.00
354.00,204.00
206.00,178.00
239.00,121.00
102.00,223.00
374.00,181.00
67.00,164.00
333.00,54.00
318.00,140.00
442.00,177.00
310.00,236.00
292.00,156.00
351.00,71.00
286.00,171.00
167.00,46.00
366.00,175.00
273.00,176.00
237.00,114.00
364.00,118.00
362.00,170.00
363.00,163.00
149.00,95.00
354.00,179.00
354.00,177.00
222.00,87.00
52.00,227.00
356.00,196.00
160.00,92.00
219.00,80.00
250.00,136.00
346.00,207.00
453.00,166.00
356.00,164.00
290.00,285.00
280.00,88.00
167.00,196.00
